name,subname,url,holiday,nearest,genre,price_dinner,price_lunch,star,address,tel,reviews,bookmarks,menu_url,photo_out,photo_in
パティスリー ラ フェット 曽根店,（Patisserie La Fête）,https://tabelog.com/osaka/A2706/A270601/27118751/,無休,曽根駅,ケーキ 洋菓子（その他）,-,～￥999,3.07,大阪府 豊中市曽根東町1-10-3 曽根イーストテラス B1F,06-6858-1290,5,111,https://tabelog.com/osaka/A2706/A270601/27118751/dtlmenu,https://tabelog.com/osaka/A2706/A270601/27118751/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2706/A270601/27118751/dtlphotolst/4/smp2
パティスリー エリーユ,（Patisserie Erille）,https://tabelog.com/osaka/A2706/A270604/27117123/,月・火・木・金・土,茨木駅,ケーキ パン,-,～￥999,3.07,大阪府 茨木市西中条町1-11 ,072-622-5966,5,208,https://tabelog.com/osaka/A2706/A270604/27117123/dtlmenu,https://tabelog.com/osaka/A2706/A270604/27117123/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2706/A270604/27117123/dtlphotolst/4/smp2
パティスリー ラオ,（Patisserie RAO）,https://tabelog.com/osaka/A2707/A270702/27092208/,火曜日(不定休あり),宮之阪駅,ケーキ カフェ,～￥999,￥2000～￥2999,3.07,大阪府 枚方市田宮本町1-9 ,072-807-8049,5,96,https://tabelog.com/osaka/A2707/A270702/27092208/dtlmenu,https://tabelog.com/osaka/A2707/A270702/27092208/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2707/A270702/27092208/dtlphotolst/4/smp2
パティスリー グレイス 友井店,（patisserie grace）,https://tabelog.com/osaka/A2707/A270703/27015192/,不定休,弥刀駅,ケーキ 洋菓子（その他）,-,￥1000～￥1999,3.07,大阪府 東大阪市友井2-29-16 サンコート小澤1F,06-6722-0058,5,75,https://tabelog.com/osaka/A2707/A270703/27015192/dtlmenu,https://tabelog.com/osaka/A2707/A270703/27015192/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2707/A270703/27015192/dtlphotolst/4/smp2
パティスリー ルヴィジテ,,https://tabelog.com/osaka/A2701/A270306/27124159/,火曜・水曜,緑橋駅,ケーキ 洋菓子（その他）,-,￥1000～￥1999,3.07,大阪府 大阪市東成区東中本3-16-15 サニーハイツ緑橋　1F,-,4,110,https://tabelog.com/osaka/A2701/A270306/27124159/dtlmenu,https://tabelog.com/osaka/A2701/A270306/27124159/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270306/27124159/dtlphotolst/4/smp2
パティスリー ニノ,（patisserie NINO）,https://tabelog.com/osaka/A2701/A270307/27120965/,-,ＪＲ淡路駅,ケーキ,-,～￥999,3.06,大阪府 大阪市東淀川区菅原5-11-11 ,06-7220-9167,6,79,https://tabelog.com/osaka/A2701/A270307/27120965/dtlmenu,https://tabelog.com/osaka/A2701/A270307/27120965/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270307/27120965/dtlphotolst/4/smp2
パティスリー ベック シュクレ トナリエ店,（Patisserie Bec Sucre）,https://tabelog.com/osaka/A2705/A270501/27110840/,トナリエ栂・美木多に準ずる,栂・美木多駅,ケーキ,-,～￥999,3.06,大阪府 堺市南区原山台2-2-1 トナリエ栂・美木多 2F,072-290-6688,6,163,https://tabelog.com/osaka/A2705/A270501/27110840/dtlmenu,https://tabelog.com/osaka/A2705/A270501/27110840/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2705/A270501/27110840/dtlphotolst/4/smp2
パティスリー ムック,（Patisserie Mouque）,https://tabelog.com/osaka/A2701/A270401/27058549/,毎週 火･水曜日、1月1日、12月26日、12月31日,伝法駅,ケーキ スイーツ（その他）,-,～￥999,3.06,大阪府 大阪市此花区高見3-1-30 ,06-6940-6801,4,68,https://tabelog.com/osaka/A2701/A270401/27058549/dtlmenu,https://tabelog.com/osaka/A2701/A270401/27058549/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270401/27058549/dtlphotolst/4/smp2
パティスリー チェルモ 南田辺店,,https://tabelog.com/osaka/A2701/A270405/27056228/,日曜・水曜,南田辺駅,ケーキ 洋菓子（その他）,～￥999,～￥999,3.06,大阪府 大阪市東住吉区山坂2-9-19 ,06-6629-2341,4,50,https://tabelog.com/osaka/A2701/A270405/27056228/dtlmenu,https://tabelog.com/osaka/A2701/A270405/27056228/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270405/27056228/dtlphotolst/4/smp2
パティスリー アルル,（Patisserie ARLES）,https://tabelog.com/osaka/A2705/A270504/27115153/,木曜日,尾崎駅,ケーキ 洋菓子（その他）,-,￥1000～￥1999,3.06,大阪府 阪南市鳥取中157-1 ,072-473-0036,3,25,https://tabelog.com/osaka/A2705/A270504/27115153/dtlmenu,https://tabelog.com/osaka/A2705/A270504/27115153/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2705/A270504/27115153/dtlphotolst/4/smp2
パティスリーノグチ,,https://tabelog.com/osaka/A2708/A270803/27096661/,日曜日,河内長野駅,ケーキ,-,～￥999,3.06,大阪府 河内長野市西之山町11-13 103,072-150-2555,3,80,https://tabelog.com/osaka/A2708/A270803/27096661/dtlmenu,https://tabelog.com/osaka/A2708/A270803/27096661/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2708/A270803/27096661/dtlphotolst/4/smp2
パティスリー グランデコ,（patisserie grand deco）,https://tabelog.com/osaka/A2701/A270206/27084374/,水曜,大国町駅,ケーキ,-,～￥999,3.06,大阪府 大阪市浪速区敷津西2-5-6 ,06-6630-8896,3,198,https://tabelog.com/osaka/A2701/A270206/27084374/dtlmenu,https://tabelog.com/osaka/A2701/A270206/27084374/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270206/27084374/dtlphotolst/4/smp2
パティスリーリヴィエール,（Patisserie Riviere）,https://tabelog.com/osaka/A2708/A270802/27061697/,毎週火曜・第３水曜,喜志駅,ケーキ,-,～￥999,3.06,大阪府 富田林市旭ヶ丘町7-13 ,0721-20-1231,3,77,https://tabelog.com/osaka/A2708/A270802/27061697/dtlmenu,https://tabelog.com/osaka/A2708/A270802/27061697/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2708/A270802/27061697/dtlphotolst/4/smp2
パティスリー  バロン 藤井寺店,,https://tabelog.com/osaka/A2708/A270801/27017690/,無し,藤井寺駅,ケーキ,￥2000～￥2999,￥1000～￥1999,3.06,大阪府 藤井寺市岡1-6-18 ,072-953-0002,3,127,https://tabelog.com/osaka/A2708/A270801/27017690/dtlmenu,https://tabelog.com/osaka/A2708/A270801/27017690/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2708/A270801/27017690/dtlphotolst/4/smp2
パティスリー ナチュール シロモト 京阪百貨店くずは店,,https://tabelog.com/osaka/A2707/A270702/27121699/,-,樟葉駅,ケーキ 洋菓子（その他）,-,-,3.05,大阪府 枚方市楠葉花園町15-1 ,-,4,60,https://tabelog.com/osaka/A2707/A270702/27121699/dtlmenu,https://tabelog.com/osaka/A2707/A270702/27121699/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2707/A270702/27121699/dtlphotolst/4/smp2
パティスリー カオリ,（Patissrie kaori）,https://tabelog.com/osaka/A2705/A270502/27117391/,不定休,羽衣駅,ケーキ 洋菓子（その他）,-,￥1000～￥1999,3.05,大阪府 高石市羽衣2-3-36 ,080-9814-1417,4,149,https://tabelog.com/osaka/A2705/A270502/27117391/dtlmenu,https://tabelog.com/osaka/A2705/A270502/27117391/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2705/A270502/27117391/dtlphotolst/4/smp2
パティスリーマタン,（【旧店名】ぶるうまうんてん）,https://tabelog.com/osaka/A2701/A270305/27102333/,不定休,深江橋駅,ケーキ,～￥999,～￥999,3.05,大阪府 大阪市城東区永田3-2-6 フレンドタウン深江橋 1F,06-6963-8835,4,53,https://tabelog.com/osaka/A2701/A270305/27102333/dtlmenu,https://tabelog.com/osaka/A2701/A270305/27102333/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270305/27102333/dtlphotolst/4/smp2
SARAS PATISSERIE,,https://tabelog.com/osaka/A2701/A270401/27125749/,-,弁天町駅,ケーキ 洋菓子（その他）,-,～￥999,3.05,大阪府 大阪市港区弁天1-2-1 ,06-6573-3132,2,18,https://tabelog.com/osaka/A2701/A270401/27125749/dtlmenu,https://tabelog.com/osaka/A2701/A270401/27125749/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270401/27125749/dtlphotolst/4/smp2
パティスリーファルファデ,,https://tabelog.com/osaka/A2707/A270702/27123732/,-,寝屋川公園駅,ケーキ,-,～￥999,3.05,大阪府 寝屋川市打上元町16-1 ,-,2,53,https://tabelog.com/osaka/A2707/A270702/27123732/dtlmenu,https://tabelog.com/osaka/A2707/A270702/27123732/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2707/A270702/27123732/dtlphotolst/4/smp2
パティスリー せんざん,,https://tabelog.com/osaka/A2705/A270503/27113038/,月曜日・火曜日,熊取駅,ケーキ 洋菓子（その他） 大福,￥1000～￥1999,￥1000～￥1999,3.04,大阪府 泉南郡熊取町大久保中1-1-29 ,0724-53-1003,6,116,https://tabelog.com/osaka/A2705/A270503/27113038/dtlmenu,https://tabelog.com/osaka/A2705/A270503/27113038/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2705/A270503/27113038/dtlphotolst/4/smp2
パティスリーチェルモ 初芝店,,https://tabelog.com/osaka/A2705/A270501/27041453/,無休,初芝駅,ケーキ カフェ,-,￥1000～￥1999,3.04,大阪府 堺市東区野尻町537-2 ,072-286-6824,6,101,https://tabelog.com/osaka/A2705/A270501/27041453/dtlmenu,https://tabelog.com/osaka/A2705/A270501/27041453/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2705/A270501/27041453/dtlphotolst/4/smp2
パティスリー プティパニエ,（Patisserie PETIT PANIER）,https://tabelog.com/osaka/A2707/A270702/27104872/,水曜日、不定休 ※インスタグラムに営業日カレンダーあり,香里園駅,洋菓子（その他）,-,～￥999,3.04,大阪府 寝屋川市日新町5-25 ,072-832-0661,3,149,https://tabelog.com/osaka/A2707/A270702/27104872/dtlmenu,https://tabelog.com/osaka/A2707/A270702/27104872/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2707/A270702/27104872/dtlphotolst/4/smp2
パティスリー パリ オーブン,（patisserie PARiS OVEN）,https://tabelog.com/osaka/A2701/A270401/27104568/,火曜日,千鳥橋駅,ケーキ,-,-,3.04,大阪府 大阪市此花区四貫島1-1-41 ,06-6468-6823,3,60,https://tabelog.com/osaka/A2701/A270401/27104568/dtlmenu,https://tabelog.com/osaka/A2701/A270401/27104568/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270401/27104568/dtlphotolst/4/smp2
パティスリー リエ,,https://tabelog.com/osaka/A2701/A270406/27091021/,日曜日,津守駅,ケーキ,～￥999,￥2000～￥2999,3.04,大阪府 大阪市大正区平尾5-12-10 ,06-7162-4636,3,46,https://tabelog.com/osaka/A2701/A270406/27091021/dtlmenu,https://tabelog.com/osaka/A2701/A270406/27091021/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270406/27091021/dtlphotolst/4/smp2
パティスリー グーテ,（patisserie gu-te）,https://tabelog.com/osaka/A2701/A270301/27089159/,月曜日・火曜日・水曜日・日曜日,東三国駅,ケーキ スイーツ（その他）,-,～￥999,3.04,大阪府 大阪市淀川区西三国1-2-35 ,06-6393-6166,3,127,https://tabelog.com/osaka/A2701/A270301/27089159/dtlmenu,https://tabelog.com/osaka/A2701/A270301/27089159/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270301/27089159/dtlphotolst/4/smp2
パティスリー フルリール,（Ptisserie Fleurir）,https://tabelog.com/osaka/A2706/A270604/27088311/,火曜日,摂津市駅,ケーキ,-,～￥999,3.04,大阪府 摂津市庄屋2-5-35 ,06-6383-2058,3,96,https://tabelog.com/osaka/A2706/A270604/27088311/dtlmenu,https://tabelog.com/osaka/A2706/A270604/27088311/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2706/A270604/27088311/dtlphotolst/4/smp2
パティスリー アルル,,https://tabelog.com/osaka/A2707/A270702/27120273/,-,宮之阪駅,ケーキ,-,-,3.04,大阪府 枚方市中宮東之町15-12 1F,072-808-8368,2,30,https://tabelog.com/osaka/A2707/A270702/27120273/dtlmenu,https://tabelog.com/osaka/A2707/A270702/27120273/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2707/A270702/27120273/dtlphotolst/4/smp2
パティスリーマイン,（Patisserie myne）,https://tabelog.com/osaka/A2701/A270101/27116932/,-,中津駅（大阪メトロ）,洋菓子（その他） ケーキ 和菓子,-,￥1000～￥1999,3.04,大阪府 大阪市北区中津1-15-35 キタナガKITCHEN,-,2,155,https://tabelog.com/osaka/A2701/A270101/27116932/dtlmenu,https://tabelog.com/osaka/A2701/A270101/27116932/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270101/27116932/dtlphotolst/4/smp2
パティスリーほんだ,,https://tabelog.com/osaka/A2706/A270604/27107416/,-,摂津富田駅,ケーキ 洋菓子（その他）,-,～￥999,3.04,大阪府 高槻市宮田町2-4-27 ,072-648-4580,2,82,https://tabelog.com/osaka/A2706/A270604/27107416/dtlmenu,https://tabelog.com/osaka/A2706/A270604/27107416/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2706/A270604/27107416/dtlphotolst/4/smp2
パティスリー ビジュー,（Patisserie bijoux）,https://tabelog.com/osaka/A2701/A270405/27098807/,不定休,加美駅,ケーキ 洋菓子（その他）,～￥999,～￥999,3.04,大阪府 大阪市平野区加美鞍作1-8-1 ,06-6794-0003,2,57,https://tabelog.com/osaka/A2701/A270405/27098807/dtlmenu,https://tabelog.com/osaka/A2701/A270405/27098807/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270405/27098807/dtlphotolst/4/smp2
パティスリー プティ ボヌール 門真市島頭,（パティスリー petit bongeur）,https://tabelog.com/osaka/A2707/A270701/27096931/,不定休,大和田駅,ケーキ 洋菓子（その他）,-,-,3.04,大阪府 門真市島頭4-8-6 ,072-803-7569,2,35,https://tabelog.com/osaka/A2707/A270701/27096931/dtlmenu,https://tabelog.com/osaka/A2707/A270701/27096931/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2707/A270701/27096931/dtlphotolst/4/smp2
パティスリー ウ アルブル 岸和田店,（patisserie HOUX arbre）,https://tabelog.com/osaka/A2705/A270502/27127679/,月曜日・火曜日,東岸和田駅,ケーキ,-,-,3.03,大阪府 岸和田市作才町1-1-26 ,072-493-9898,1,84,https://tabelog.com/osaka/A2705/A270502/27127679/dtlmenu,https://tabelog.com/osaka/A2705/A270502/27127679/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2705/A270502/27127679/dtlphotolst/4/smp2
パティスリー・ド・パトリス,,https://tabelog.com/osaka/A2705/A270502/27062526/,毎週日曜日,東岸和田駅,ケーキ,～￥999,～￥999,3.02,大阪府 岸和田市土生町2131-1 奥野ビル1F-B,072-426-2666,4,107,https://tabelog.com/osaka/A2705/A270502/27062526/dtlmenu,https://tabelog.com/osaka/A2705/A270502/27062526/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2705/A270502/27062526/dtlphotolst/4/smp2
パティスリー エレオノール,（ELEONORE）,https://tabelog.com/osaka/A2707/A270702/27117897/,-,香里園駅,ケーキ 洋菓子（その他）,￥1000～￥1999,￥1000～￥1999,3.02,大阪府 寝屋川市香里新町3-13 ,072-802-0101,3,72,https://tabelog.com/osaka/A2707/A270702/27117897/dtlmenu,https://tabelog.com/osaka/A2707/A270702/27117897/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2707/A270702/27117897/dtlphotolst/4/smp2
パティスリー バロン イオン藤井寺SC店,（PATISSERIE BARON）,https://tabelog.com/osaka/A2708/A270801/27113371/,-,藤井寺駅,ケーキ 洋菓子（その他）,-,～￥999,3.02,大阪府 藤井寺市岡2-10-11 イオン藤井寺ショッピングセンター 1F,072-978-8078,2,23,https://tabelog.com/osaka/A2708/A270801/27113371/dtlmenu,https://tabelog.com/osaka/A2708/A270801/27113371/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2708/A270801/27113371/dtlphotolst/4/smp2
パティスリー ユニワ,（patisserie uniwa）,https://tabelog.com/osaka/A2707/A270702/27100959/,-,樟葉駅,ケーキ,～￥999,-,3.02,大阪府 枚方市南楠葉1-7-10 ローズコーポ 102,072-807-4355,2,77,https://tabelog.com/osaka/A2707/A270702/27100959/dtlmenu,https://tabelog.com/osaka/A2707/A270702/27100959/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2707/A270702/27100959/dtlphotolst/4/smp2
ラ パティスリー アミ,（la patisserie amie）,https://tabelog.com/osaka/A2701/A270304/27080970/,日曜日,新森古市駅,カフェ ケーキ,-,～￥999,3.02,大阪府 大阪市旭区新森4-12-17 ホワイトハイツ 105,06-6954-8506,2,59,https://tabelog.com/osaka/A2701/A270304/27080970/dtlmenu,https://tabelog.com/osaka/A2701/A270304/27080970/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270304/27080970/dtlphotolst/4/smp2
パティスリー ルピナス,（Patisserie Lupinus）,https://tabelog.com/osaka/A2705/A270504/27120199/,月曜日、火曜日不定休(インスタで休業日を確認してから訪問してください),箱作駅,ケーキ 洋菓子（その他）,-,￥1000～￥1999,3.02,大阪府 阪南市箱作701-1 ,072-479-5100,1,22,https://tabelog.com/osaka/A2705/A270504/27120199/dtlmenu,https://tabelog.com/osaka/A2705/A270504/27120199/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2705/A270504/27120199/dtlphotolst/4/smp2
パティスリー シエル・ヴァン 岡店,（Patisserie Ciel Vent）,https://tabelog.com/osaka/A2708/A270801/27117382/,-,藤井寺駅,洋菓子（その他） ケーキ,-,～￥999,3.02,大阪府 藤井寺市岡2-1-1 ,072-937-1139,1,15,https://tabelog.com/osaka/A2708/A270801/27117382/dtlmenu,https://tabelog.com/osaka/A2708/A270801/27117382/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2708/A270801/27117382/dtlphotolst/4/smp2
パティスリー エモーション,（patisserie emotions）,https://tabelog.com/osaka/A2701/A270406/27115811/,月曜日、火曜日、水曜日、木曜日、日曜日,花園町駅,洋菓子（その他）,-,￥1000～￥1999,3.02,大阪府 大阪市西成区梅南1-3-6 ,06-7508-8502,1,69,https://tabelog.com/osaka/A2701/A270406/27115811/dtlmenu,https://tabelog.com/osaka/A2701/A270406/27115811/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270406/27115811/dtlphotolst/4/smp2
パティスリー ミル プランタン,（Patisserie Mille Printemps）,https://tabelog.com/osaka/A2706/A270602/27100236/,-,千里丘駅,ケーキ,-,￥2000～￥2999,3.02,大阪府 吹田市山田南30-10 光マンション 106,06-6155-9071,1,31,https://tabelog.com/osaka/A2706/A270602/27100236/dtlmenu,https://tabelog.com/osaka/A2706/A270602/27100236/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2706/A270602/27100236/dtlphotolst/4/smp2
パティスリー イグレック オガワ,（PATISSERIE Y.OGAWA）,https://tabelog.com/osaka/A2707/A270705/27117967/,木曜日,河内山本駅,ケーキ パン,-,￥1000～￥1999,3.01,大阪府 八尾市東山本町1-9-9 ,072-923-5268,3,44,https://tabelog.com/osaka/A2707/A270705/27117967/dtlmenu,https://tabelog.com/osaka/A2707/A270705/27117967/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2707/A270705/27117967/dtlphotolst/4/smp2
パティスリー コエリ,（Patisserie Coeri）,https://tabelog.com/osaka/A2706/A270601/27120907/,不定休,蛍池駅,ケーキ,-,-,3.01,大阪府 豊中市蛍池東町2-5-25 ,06-6845-8170,1,161,https://tabelog.com/osaka/A2706/A270601/27120907/dtlmenu,https://tabelog.com/osaka/A2706/A270601/27120907/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2706/A270601/27120907/dtlphotolst/4/smp2
パティスリー・シャン,（patisserie.champs）,https://tabelog.com/osaka/A2706/A270604/27108023/,-,茨木駅,ケーキ 洋菓子（その他）,-,￥1000～￥1999,3.01,大阪府 茨木市春日1-13-29 ,072-621-0160,1,62,https://tabelog.com/osaka/A2706/A270604/27108023/dtlmenu,https://tabelog.com/osaka/A2706/A270604/27108023/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2706/A270604/27108023/dtlphotolst/4/smp2
パティスリーモリタ イオンモール四條畷店,,https://tabelog.com/osaka/A2707/A270704/27088213/,不定休(イオンモール四條畷に準ずる),忍ケ丘駅,ケーキ スイーツ（その他）,￥3000～￥3999,-,3.00,大阪府 四條畷市砂4-3-2 イオンモール四條畷 1F,072-803-0074,8,62,https://tabelog.com/osaka/A2707/A270704/27088213/dtlmenu,https://tabelog.com/osaka/A2707/A270704/27088213/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2707/A270704/27088213/dtlphotolst/4/smp2
パティスリーデコ,（patisserie DeCo）,https://tabelog.com/osaka/A2701/A270203/27076006/,水曜日,西田辺駅,ケーキ,～￥999,￥5000～￥5999,3.00,大阪府 大阪市東住吉区山坂4-5-1 ,06-6609-1022,5,80,https://tabelog.com/osaka/A2701/A270203/27076006/dtlmenu,https://tabelog.com/osaka/A2701/A270203/27076006/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270203/27076006/dtlphotolst/4/smp2
パティスリー エル 東大阪店,（patisserie aile）,https://tabelog.com/osaka/A2707/A270703/27118150/,無休,布施駅,ケーキ,-,-,3.00,大阪府 東大阪市長堂1-1-1 近鉄百貨店東大阪店 1F,-,3,14,https://tabelog.com/osaka/A2707/A270703/27118150/dtlmenu,https://tabelog.com/osaka/A2707/A270703/27118150/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2707/A270703/27118150/dtlphotolst/4/smp2
パティスリーサタケ,,https://tabelog.com/osaka/A2701/A270405/27107879/,水曜日(祝日の場合営業・翌日休み),平野駅（大阪メトロ）,ケーキ,-,-,3.00,大阪府 大阪市平野区流町1-5-17 ヴィラ寿,06-6760-6199,3,137,https://tabelog.com/osaka/A2701/A270405/27107879/dtlmenu,https://tabelog.com/osaka/A2701/A270405/27107879/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270405/27107879/dtlphotolst/4/smp2
パティスリー ル・プルニエ,（pâtisserie le Prunier）,https://tabelog.com/osaka/A2705/A270503/27116182/,土曜日、不定休(公式サイトにて告知),日根野駅,ケーキ 洋菓子（その他）,-,-,3.00,大阪府 泉南郡熊取町大久保南3-1392-21 ,072-453-2227,2,15,https://tabelog.com/osaka/A2705/A270503/27116182/dtlmenu,https://tabelog.com/osaka/A2705/A270503/27116182/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2705/A270503/27116182/dtlphotolst/4/smp2
パティスリーアルモンド 今津中店,（Patisserie ALmond ）,https://tabelog.com/osaka/A2701/A270305/27110107/,水曜日（祝日除く）,放出駅,ケーキ,-,-,3.00,大阪府 大阪市鶴見区今津中1-6-16 ,06-6961-6645,2,16,https://tabelog.com/osaka/A2701/A270305/27110107/dtlmenu,https://tabelog.com/osaka/A2701/A270305/27110107/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270305/27110107/dtlphotolst/4/smp2
patisserie Eiffel,（パティスリー エッフェル）,https://tabelog.com/osaka/A2705/A270501/27128427/,-,深井駅,ケーキ,-,-,3.00,大阪府 堺市中区深井清水町3969-1 ,070-8906-6552,1,12,https://tabelog.com/osaka/A2705/A270501/27128427/dtlmenu,https://tabelog.com/osaka/A2705/A270501/27128427/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2705/A270501/27128427/dtlphotolst/4/smp2
パティスリー モリタ レガーロ 寝屋川店,（Patisserie Morita）,https://tabelog.com/osaka/A2707/A270702/27125678/,-,星田駅,ケーキ,-,-,3.00,大阪府 寝屋川市寝屋南2-1-22 ,072-812-5820,1,13,https://tabelog.com/osaka/A2707/A270702/27125678/dtlmenu,https://tabelog.com/osaka/A2707/A270702/27125678/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2707/A270702/27125678/dtlphotolst/4/smp2
パティスリー モリタ レガーロ,（PATISSERIE MORITA REGALO）,https://tabelog.com/osaka/A2707/A270702/27124612/,-,星田駅,ケーキ,-,-,3.00,大阪府 寝屋川市寝屋南2-1-22 ,072-812-5820,1,9,https://tabelog.com/osaka/A2707/A270702/27124612/dtlmenu,https://tabelog.com/osaka/A2707/A270702/27124612/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2707/A270702/27124612/dtlphotolst/4/smp2
パティスリー ヨン,（PATISSERIE YONN）,https://tabelog.com/osaka/A2701/A270305/27109878/,不定休,野江駅,ケーキ 洋菓子（その他）,-,￥1000～￥1999,3.00,大阪府 大阪市城東区関目1-3-1-102 ,06-4255-3011,1,197,https://tabelog.com/osaka/A2701/A270305/27109878/dtlmenu,https://tabelog.com/osaka/A2701/A270305/27109878/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270305/27109878/dtlphotolst/4/smp2
パティスリーとっと,,https://tabelog.com/osaka/A2701/A270101/27103607/,土曜日・日曜日・祝日・年末年始,大阪駅,パン,-,-,3.00,大阪府 大阪市北区大淀中1-1-90 梅田スカイビル B1F,06-6346-5755,1,9,https://tabelog.com/osaka/A2701/A270101/27103607/dtlmenu,https://tabelog.com/osaka/A2701/A270101/27103607/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2701/A270101/27103607/dtlphotolst/4/smp2
パティスリー　シュシュ,,https://tabelog.com/osaka/A2708/A270803/27075418/,火曜日,河内長野駅,ケーキ,-,￥1000～￥1999,3.00,大阪府 河内長野市錦町11-5 ,-,1,93,https://tabelog.com/osaka/A2708/A270803/27075418/dtlmenu,https://tabelog.com/osaka/A2708/A270803/27075418/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2708/A270803/27075418/dtlphotolst/4/smp2
パティスリーラボ ソアラ,（Patisserie labo soara）,https://tabelog.com/osaka/A2705/A270501/27130618/,月曜日、月1回土曜日と日曜日,寺地町駅,ケーキ 洋菓子（その他）,-,￥1000～￥1999,-,大阪府 堺市堺区一条通9-8 ,080-1445-3692,2,5,https://tabelog.com/osaka/A2705/A270501/27130618/dtlmenu,https://tabelog.com/osaka/A2705/A270501/27130618/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2705/A270501/27130618/dtlphotolst/4/smp2
パティスリー チョコが好き,,https://tabelog.com/osaka/A2705/A270501/27131157/,無休,光明池駅,チョコレート 洋菓子（その他）,￥1000～￥1999,￥1000～￥1999,-,大阪府 堺市南区鴨谷台2-2-1 サンピア本館 1F,072-349-3857,1,15,https://tabelog.com/osaka/A2705/A270501/27131157/dtlmenu,https://tabelog.com/osaka/A2705/A270501/27131157/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2705/A270501/27131157/dtlphotolst/4/smp2
パティスリー マ・クール  イオンスタイル四條畷店,（ma couleur）,https://tabelog.com/osaka/A2707/A270704/27112460/,-,忍ケ丘駅,バームクーヘン,-,-,-,大阪府 四條畷市砂4-3-2 イオンモール四条畷,070-5014-1997,1,8,https://tabelog.com/osaka/A2707/A270704/27112460/dtlmenu,https://tabelog.com/osaka/A2707/A270704/27112460/dtlphotolst/3/smp2,https://tabelog.com/osaka/A2707/A270704/27112460/dtlphotolst/4/smp2
